compensation_paid_pct,court_cases_active,court_cases_recent_90d,court_case_avg_age_days,rr_progress_pct,possession_refusing_pct,st_families,forest_clearance_applied,days_since_forest_clearance_needed,months_elapsed,months_total,dept_response_days,total_land_area_hectares,est_families_affected,lao_backlog_ratio,political_cycle_proximity,document_rejection_rate,is_schedule_v_tribal,is_forest_land,is_urban_commercial,stage_completed,risk_score,risk_level,actual_delay_months,actual_delay_days,persona
95.1,0,0,39.07160142195711,79.9,7.1,0,1,0,14,30,5.6,145.1,12,0.42,18,0.014,0,0,0,1,12.0,LOW,0.5,15,LOW_streamlined
73.9,3,0,87.34034646718948,59.5,10.1,0,1,0,20,24,9.3,72.0,22,1.95,13,0.146,0,0,1,1,21.0,LOW,1.3,40,MODERATE_standard
18.0,12,2,515.120596577938,16.7,50.4,35,0,272,31,48,25.6,331.7,62,4.16,18,0.493,1,0,0,1,93.0,CRITICAL,17.5,532,CRITICAL_injunction
69.4,4,1,86.06970867960445,58.9,12.6,2,1,0,15,36,11.9,428.7,76,1.11,6,0.1,0,1,1,0,32.6,MODERATE,3.3,100,MODERATE_standard
73.7,3,0,140.29260274000603,70.9,17.7,0,1,0,16,24,15.1,251.9,47,1.42,38,0.208,0,0,0,1,21.8,LOW,0.0,0,MODERATE_standard
24.5,10,5,329.4621308871489,6.8,49.5,6,0,155,39,48,31.1,631.0,124,4.86,23,0.504,0,0,0,1,89.0,CRITICAL,29.5,897,CRITICAL_injunction
54.3,6,3,220.14323615029164,28.9,20.8,8,0,0,23,48,21.7,301.7,70,2.59,22,0.468,0,0,0,0,52.5,HIGH,12.3,374,HIGH_backlog
41.8,7,1,193.0807880360417,39.8,34.6,14,0,50,20,36,19.7,694.7,143,3.06,21,0.273,0,0,0,0,61.0,HIGH,13.4,407,HIGH_backlog
59.6,3,1,72.10079019434072,65.0,9.4,1,1,0,12,24,12.5,336.5,44,1.65,35,0.158,0,0,0,1,30.1,MODERATE,7.3,222,MODERATE_standard
58.6,3,0,92.7392094410816,56.7,16.2,0,1,0,10,36,12.7,299.1,44,1.54,33,0.177,0,1,0,1,31.6,MODERATE,6.6,201,MODERATE_standard
62.0,3,0,70.90581941730866,50.6,17.7,0,1,0,22,24,15.7,72.1,23,1.93,34,0.175,0,0,0,1,29.0,MODERATE,6.8,207,MODERATE_standard
23.9,12,5,515.3906578462231,23.7,47.5,5,0,300,36,36,27.6,440.0,117,4.58,22,0.531,0,1,0,0,94.0,CRITICAL,20.8,632,CRITICAL_injunction
41.1,7,1,223.73414352081653,47.0,27.0,26,0,40,27,36,19.8,687.0,128,3.53,7,0.266,0,0,0,0,59.6,HIGH,9.9,301,HIGH_backlog
39.5,6,1,302.22488758293184,29.1,25.7,42,1,57,30,36,23.6,751.1,200,2.51,26,0.479,0,0,0,0,53.2,HIGH,8.9,271,HIGH_backlog
65.4,3,0,89.03494627900214,56.3,10.9,3,1,0,15,36,15.7,406.6,94,1.75,21,0.08,0,1,0,0,34.8,MODERATE,4.8,146,MODERATE_standard
51.6,6,2,223.3487190901027,29.8,28.7,23,0,0,19,48,19.8,475.8,113,2.28,15,0.253,1,0,0,1,56.3,HIGH,10.2,310,HIGH_backlog
16.7,14,3,432.35049549122726,6.8,45.0,266,1,287,38,60,24.4,1498.5,441,3.82,11,0.749,1,0,0,1,72.6,CRITICAL,25.3,769,CRITICAL_injunction
65.6,3,1,63.20827471738888,55.6,10.8,1,1,0,22,24,9.8,90.4,22,1.5,36,0.204,0,0,0,0,30.9,MODERATE,7.4,225,MODERATE_standard
69.0,4,1,149.9417932855349,52.0,13.5,2,1,0,18,36,15.4,317.2,54,1.41,25,0.19,0,0,0,1,28.5,MODERATE,5.3,161,MODERATE_standard
22.8,14,3,479.113537097403,13.3,47.5,35,1,350,45,48,27.7,287.9,73,4.67,17,0.655,1,0,0,0,75.3,CRITICAL,16.0,486,CRITICAL_injunction
84.8,1,0,47.410622391542326,77.8,2.0,0,1,0,10,24,6.5,37.2,7,0.73,20,0.01,0,0,1,1,12.0,LOW,2.1,64,LOW_streamlined
62.0,3,0,160.36900892432493,69.7,9.0,0,1,0,20,36,13.4,187.5,27,1.9,31,0.153,0,0,0,1,23.8,LOW,1.3,40,MODERATE_standard
64.3,3,1,155.63674784829288,54.2,17.7,0,1,0,17,24,9.7,229.0,30,1.3,10,0.15,0,0,1,1,28.9,MODERATE,3.6,109,MODERATE_standard
53.1,6,1,216.81639708889332,35.9,29.4,18,1,43,35,36,16.8,306.9,76,2.43,21,0.279,0,0,0,1,48.2,HIGH,14.6,444,HIGH_backlog
95.2,0,0,58.33432934075438,83.7,0.3,0,1,0,14,18,7.8,128.3,16,0.85,16,0.012,0,0,1,0,12.0,LOW,0.4,12,LOW_streamlined
58.3,5,0,101.13873971238176,64.4,14.2,0,1,0,8,24,13.2,163.3,38,1.77,23,0.166,0,1,1,1,28.8,MODERATE,6.2,188,MODERATE_standard
59.6,3,1,96.41199411627386,69.4,16.5,0,1,0,11,24,12.5,115.4,25,1.58,16,0.162,0,0,1,0,27.2,MODERATE,7.2,219,MODERATE_standard
67.8,4,0,84.68913493394749,63.9,12.6,1,1,0,17,36,11.1,218.1,46,1.62,28,0.157,0,0,1,0,28.4,MODERATE,5.0,152,MODERATE_standard
47.9,8,1,290.6266053968506,43.1,34.7,3,1,0,18,36,23.9,328.1,57,2.33,22,0.338,0,1,0,0,57.3,HIGH,11.9,362,HIGH_backlog
67.2,3,1,178.55906982275525,67.7,10.4,1,1,0,16,36,16.0,236.1,31,1.88,35,0.193,0,0,0,0,29.0,MODERATE,3.8,116,MODERATE_standard
32.9,10,3,368.0098481675457,5.7,50.3,12,0,310,31,36,27.4,1181.4,250,4.43,5,0.501,0,0,0,0,89.5,CRITICAL,25.0,760,CRITICAL_injunction
15.1,10,4,316.0561100919112,16.9,48.1,101,1,294,36,36,23.5,809.3,179,4.76,17,0.524,1,0,0,0,74.5,CRITICAL,31.1,945,CRITICAL_injunction
90.0,1,0,31.20930631017518,88.5,6.0,0,1,0,9,18,6.4,230.2,30,0.5,22,0.056,0,0,1,1,12.0,LOW,1.6,49,LOW_streamlined
19.7,12,4,284.9470729527275,17.2,48.4,19,0,285,38,36,31.9,1249.1,399,3.73,8,0.655,0,0,0,1,92.4,CRITICAL,22.2,675,CRITICAL_injunction
87.4,0,0,31.83430621894341,82.7,4.4,0,1,0,6,24,5.7,146.0,28,0.43,45,0.051,0,0,1,1,12.0,LOW,0.6,18,LOW_streamlined
70.4,3,0,120.60903367007582,69.2,12.0,2,1,0,12,24,12.2,398.7,59,1.15,32,0.135,0,1,1,1,24.4,MODERATE,6.2,188,MODERATE_standard
62.5,3,0,114.02033660878098,57.8,12.6,1,1,0,8,36,13.7,235.3,46,1.43,33,0.192,0,0,1,1,29.3,MODERATE,6.9,210,MODERATE_standard
71.9,4,0,67.17679453449139,53.4,10.1,2,1,0,9,24,10.5,337.3,71,1.74,6,0.12,0,0,1,1,25.0,MODERATE,7.1,216,MODERATE_standard
14.7,18,3,460.7760468494804,15.4,48.2,281,1,224,41,60,20.6,1482.4,394,3.97,12,0.653,1,0,0,0,74.3,CRITICAL,24.9,757,CRITICAL_injunction
29.7,18,5,289.6101637527302,22.4,37.9,131,1,145,37,48,26.4,931.2,254,3.58,22,0.655,1,0,0,0,67.7,HIGH,11.1,337,CRITICAL_injunction
20.8,14,5,371.50576057029826,19.2,63.9,18,1,225,40,60,29.0,1213.1,361,4.62,6,0.544,0,0,0,0,75.0,CRITICAL,23.6,717,CRITICAL_injunction
89.3,2,0,34.56678529933607,85.7,3.2,0,1,0,7,24,8.6,183.1,15,0.49,27,0.064,0,0,1,0,12.0,LOW,2.0,61,LOW_streamlined
27.7,12,5,318.1733720876536,6.0,36.0,15,0,277,36,36,24.6,918.8,302,3.65,15,0.605,0,0,0,1,84.6,CRITICAL,25.9,787,CRITICAL_injunction
78.6,0,0,19.988886742819265,81.4,2.2,0,1,0,12,24,6.8,37.3,3,0.36,32,0.012,0,0,0,1,12.0,LOW,1.5,46,LOW_streamlined
83.0,0,0,23.209503027523766,82.8,0.8,0,1,0,14,18,4.2,128.5,15,0.49,12,0.063,0,0,1,0,12.0,LOW,0.7,21,LOW_streamlined
65.0,3,0,122.43963002055148,66.9,12.9,1,1,0,14,36,10.9,185.1,32,1.5,28,0.219,0,1,1,1,28.9,MODERATE,4.2,128,MODERATE_standard
19.6,14,5,447.17590551848036,15.4,37.1,71,0,208,33,36,20.9,882.9,178,4.73,4,0.71,1,0,0,0,93.3,CRITICAL,29.1,885,CRITICAL_injunction
95.9,1,0,24.660235809233797,96.0,0.9,0,1,0,4,18,6.3,215.2,15,0.35,29,0.023,0,0,1,1,12.0,LOW,0.1,3,LOW_streamlined
87.9,0,0,51.38803435355416,88.8,3.6,0,1,0,6,18,7.4,183.4,31,0.65,18,0.048,0,0,0,1,12.0,LOW,0.8,24,LOW_streamlined
54.6,6,1,242.18433952153387,43.6,30.0,15,0,0,25,48,20.4,546.6,90,2.7,19,0.376,0,1,0,1,53.2,HIGH,11.8,359,HIGH_backlog
15.9,10,4,545.1521331651328,19.3,48.1,247,0,249,39,48,22.1,1238.4,381,4.91,11,0.719,1,0,0,1,94.0,CRITICAL,18.8,572,CRITICAL_injunction
75.7,2,0,31.921298637213848,81.8,2.6,0,1,0,10,24,8.5,84.6,10,0.2,34,0.042,0,0,1,1,12.0,LOW,1.2,36,LOW_streamlined
75.3,0,0,33.60623175513187,96.9,4.3,0,1,0,16,24,4.3,212.5,21,0.69,39,0.02,0,0,1,1,12.0,LOW,1.7,52,LOW_streamlined
23.7,12,3,454.67644825584955,17.9,61.5,156,0,160,45,36,34.9,1276.1,313,3.8,13,0.456,1,0,0,0,84.3,CRITICAL,16.0,486,CRITICAL_injunction
33.8,14,2,395.33708609567014,5.3,55.5,61,0,148,50,36,30.6,291.7,104,4.07,5,0.534,1,0,0,0,86.3,CRITICAL,21.6,657,CRITICAL_injunction
52.8,7,3,249.6002933023158,43.2,21.2,33,1,112,18,48,16.3,780.1,169,2.84,22,0.267,0,0,0,1,52.9,HIGH,8.2,249,HIGH_backlog
63.5,5,1,125.59126409832665,61.9,8.8,0,1,0,11,24,15.4,181.3,37,1.62,33,0.106,0,0,1,1,26.8,MODERATE,5.5,167,MODERATE_standard
48.4,8,1,283.307089407957,45.9,35.1,29,0,105,18,48,17.9,563.4,159,3.01,19,0.481,0,0,0,1,65.4,HIGH,11.4,347,HIGH_backlog
82.0,0,0,55.47908808724877,94.4,7.0,0,1,0,15,24,4.4,91.1,7,0.49,18,0.018,0,0,1,1,12.0,LOW,0.7,21,LOW_streamlined
64.2,2,0,152.75688948150383,69.0,17.0,1,1,0,14,24,9.8,397.8,80,1.28,38,0.131,0,0,1,0,28.4,MODERATE,3.7,112,MODERATE_standard
86.3,0,0,31.130923789130367,96.3,5.7,0,1,0,7,18,4.8,54.2,8,0.71,41,0.059,0,0,0,1,12.0,LOW,1.8,55,LOW_streamlined
23.2,18,3,399.6946290189528,20.3,39.3,17,0,219,40,48,25.1,1157.3,358,4.49,13,0.477,0,1,0,1,89.1,CRITICAL,16.9,514,CRITICAL_injunction
85.7,0,0,50.97244328652005,76.4,1.5,0,1,0,8,24,7.9,211.6,17,0.37,14,0.068,0,0,0,1,12.0,LOW,1.3,40,LOW_streamlined
13.3,10,3,393.1170112808891,15.8,60.1,19,1,281,42,48,32.2,1188.4,383,3.73,8,0.506,0,0,0,0,74.2,CRITICAL,16.1,489,CRITICAL_injunction
14.0,12,4,459.6268247539829,14.8,48.5,11,0,266,26,60,31.5,1020.3,235,4.72,6,0.592,0,0,0,1,94.0,CRITICAL,25.6,778,CRITICAL_injunction
41.4,8,3,182.19636802810226,25.7,26.7,10,0,0,28,36,17.9,247.3,69,2.95,12,0.251,0,0,0,0,61.5,HIGH,9.2,280,HIGH_backlog
14.9,12,5,459.57956032299467,8.6,59.3,176,1,178,33,36,22.3,947.1,310,3.56,6,0.677,1,0,0,1,77.6,CRITICAL,28.0,851,CRITICAL_injunction
59.7,2,1,154.96503522954197,51.0,11.4,1,1,0,14,24,15.9,370.7,62,1.95,38,0.147,0,0,1,0,29.3,MODERATE,3.1,94,MODERATE_standard
68.2,2,1,156.25637302694292,55.8,10.2,1,1,0,11,36,11.0,406.0,67,1.26,33,0.145,0,0,0,1,24.8,MODERATE,6.3,192,MODERATE_standard
62.1,4,1,96.13939334962184,63.8,9.9,1,1,0,23,36,12.2,334.5,63,1.64,34,0.189,0,1,0,0,36.4,MODERATE,5.4,164,MODERATE_standard
63.8,5,1,79.5040958044938,63.8,12.7,0,1,0,14,36,15.1,322.1,56,1.54,33,0.198,0,0,1,1,27.8,MODERATE,3.1,94,MODERATE_standard
26.7,12,4,303.94751125108917,17.8,49.5,156,0,274,33,48,24.4,1383.7,333,4.15,2,0.725,1,0,0,0,89.8,CRITICAL,18.7,568,CRITICAL_injunction
45.6,8,1,274.5768002292636,38.9,22.6,39,0,49,18,48,18.8,713.4,163,2.58,18,0.454,0,1,0,0,57.3,HIGH,10.7,325,HIGH_backlog
46.9,9,3,270.4935403384884,35.3,35.9,19,1,0,18,48,20.4,372.2,80,2.35,17,0.414,0,0,0,1,55.3,HIGH,9.1,277,HIGH_backlog
31.1,12,4,338.96974070441,10.1,49.1,64,1,206,42,48,29.4,520.6,169,3.98,12,0.672,1,0,0,0,71.4,CRITICAL,21.7,660,CRITICAL_injunction
38.8,9,1,303.4284990238765,44.9,31.7,24,0,93,34,48,22.0,518.1,99,3.06,16,0.482,0,1,0,1,68.3,CRITICAL,17.0,517,HIGH_backlog
84.4,0,0,26.525159347255926,89.5,5.0,0,1,0,5,18,5.5,134.7,16,0.88,24,0.051,0,0,0,1,12.0,LOW,0.7,21,LOW_streamlined
65.1,3,0,83.94492141029417,59.6,13.6,0,1,0,10,24,10.5,72.2,20,1.44,37,0.156,0,0,1,1,25.9,MODERATE,6.2,188,MODERATE_standard
38.6,7,1,184.212222122999,40.8,26.5,5,1,0,36,36,23.8,318.3,84,3.24,20,0.251,0,0,0,1,54.7,HIGH,11.6,353,HIGH_backlog
15.3,18,3,404.43609545535395,17.8,38.6,146,0,157,38,36,20.8,665.3,227,5.16,20,0.714,1,0,0,0,94.0,CRITICAL,19.4,590,CRITICAL_injunction
41.8,8,2,303.7031328814288,46.6,25.9,9,1,0,25,48,22.8,135.9,44,2.42,23,0.302,1,0,0,1,54.3,HIGH,12.7,386,HIGH_backlog
15.2,10,2,414.36569492187647,19.1,44.1,191,1,144,26,48,24.8,1103.3,342,3.98,9,0.715,1,0,0,1,74.5,CRITICAL,26.0,790,CRITICAL_injunction
18.1,12,2,479.87404261458164,15.5,53.3,6,1,345,48,60,28.4,414.5,130,5.04,18,0.789,0,0,0,0,74.4,CRITICAL,19.5,593,CRITICAL_injunction
82.3,0,0,25.748126685257432,96.4,7.8,0,1,0,5,24,6.7,98.9,16,0.4,38,0.05,0,0,1,1,12.0,LOW,2.4,73,LOW_streamlined
85.1,0,0,42.0093705582869,94.6,2.7,0,1,0,5,18,5.6,191.0,27,0.35,31,0.076,0,0,1,1,12.0,LOW,0.6,18,LOW_streamlined
64.9,5,1,128.71242080747174,63.1,15.2,3,1,0,9,24,11.5,445.3,90,1.85,22,0.203,0,0,0,1,33.4,MODERATE,6.2,188,MODERATE_standard
80.0,0,0,26.290169555929797,82.5,2.3,0,1,0,17,24,6.8,119.5,14,0.26,14,0.042,0,0,0,1,12.0,LOW,1.1,33,LOW_streamlined
70.6,2,0,169.72125591713768,64.1,10.4,1,1,0,18,24,9.7,247.9,59,1.99,27,0.165,0,0,0,1,22.2,LOW,0.5,15,MODERATE_standard
38.3,6,3,318.96372957763003,31.7,24.8,25,1,0,34,36,16.2,622.5,148,2.36,16,0.342,0,1,0,1,56.2,HIGH,13.9,423,HIGH_backlog
40.4,6,2,199.2190327041097,42.3,25.2,3,1,0,34,48,18.4,142.0,37,2.26,26,0.261,0,1,0,0,53.6,HIGH,10.0,304,HIGH_backlog
53.6,9,1,308.6002255696013,27.4,26.2,11,0,0,30,36,20.9,445.2,123,2.95,14,0.282,0,1,0,0,60.6,HIGH,9.5,289,HIGH_backlog
77.5,0,0,15.337453745472848,89.0,1.2,0,1,0,8,30,6.1,96.3,11,0.8,29,0.065,0,0,0,1,12.0,LOW,1.2,36,LOW_streamlined
65.1,3,1,142.13979465883756,55.3,16.5,0,1,0,22,36,12.1,320.9,63,1.58,15,0.159,0,0,1,1,29.4,MODERATE,5.6,170,MODERATE_standard
58.9,5,1,79.94930689190093,67.9,10.0,1,1,0,8,24,15.1,310.3,60,1.83,34,0.105,0,0,0,1,33.2,MODERATE,5.8,176,MODERATE_standard
45.1,7,2,180.94173512871785,34.6,29.0,8,0,52,21,48,22.8,202.1,49,2.46,14,0.494,1,1,0,0,59.3,HIGH,10.3,313,HIGH_backlog
64.5,2,1,121.09909668959875,54.0,9.5,0,1,0,18,36,13.1,307.7,42,1.28,28,0.197,0,1,0,1,23.7,LOW,0.1,3,MODERATE_standard
46.4,8,1,231.33205847462145,44.4,31.0,18,0,45,28,48,17.5,757.4,155,3.28,8,0.418,1,0,0,0,60.7,HIGH,13.8,420,HIGH_backlog
69.5,3,0,144.04966402351795,56.1,13.1,0,1,0,9,24,9.7,76.0,19,1.13,21,0.147,0,1,0,0,29.4,MODERATE,6.2,188,MODERATE_standard
67.5,2,0,79.32702127136608,66.7,9.3,1,1,0,17,36,13.9,166.7,26,1.81,14,0.124,0,1,0,1,24.2,MODERATE,7.4,225,MODERATE_standard
26.1,18,3,284.4246955487897,5.6,36.7,30,1,283,29,36,34.1,336.4,77,5.19,11,0.55,1,0,0,1,75.4,CRITICAL,27.7,842,CRITICAL_injunction
45.2,8,3,275.5419145153696,30.0,34.9,7,0,64,31,36,17.0,195.4,41,3.51,4,0.371,0,0,0,1,66.4,HIGH,8.3,252,HIGH_backlog
32.1,14,4,358.6591872386694,10.2,40.8,179,0,275,48,36,27.9,1393.4,443,4.41,4,0.602,1,0,0,0,90.2,CRITICAL,21.5,654,CRITICAL_injunction
21.8,18,2,409.6573389773106,14.1,55.3,53,0,301,25,60,31.9,465.8,99,4.42,9,0.627,1,0,0,1,94.0,CRITICAL,17.1,520,CRITICAL_injunction
90.7,0,0,46.863974773208966,76.6,0.6,0,1,0,6,18,9.0,113.7,18,0.77,27,0.055,0,0,1,1,12.0,LOW,0.6,18,LOW_streamlined
89.9,0,0,27.019232217117914,96.7,1.4,0,1,0,9,30,4.1,163.4,9,0.45,34,0.066,0,0,0,1,12.0,LOW,1.3,40,LOW_streamlined
46.6,7,1,212.02558131178702,45.6,26.9,13,1,65,27,36,20.6,795.7,167,3.5,28,0.326,0,0,0,1,55.1,HIGH,8.4,255,HIGH_backlog
80.2,0,0,58.83088358131336,93.9,3.3,0,1,0,9,24,7.9,26.1,7,0.78,40,0.041,0,0,0,1,12.0,LOW,0.2,6,LOW_streamlined
61.8,2,0,174.0188328366279,52.7,13.5,1,1,0,21,24,9.3,225.8,37,1.64,7,0.18,0,0,1,1,30.2,MODERATE,3.9,119,MODERATE_standard
25.5,12,5,373.96377819170294,19.2,50.4,16,0,299,25,60,23.6,1087.2,325,5.23,9,0.708,0,1,0,0,93.9,CRITICAL,20.6,626,CRITICAL_injunction
93.3,0,0,36.99801735107342,95.7,0.7,0,1,0,11,30,4.7,69.8,8,0.52,29,0.02,0,0,0,1,12.0,LOW,2.2,67,LOW_streamlined
64.0,4,0,68.88830978147958,70.8,12.4,0,1,0,16,36,14.2,194.1,37,1.58,27,0.212,0,0,1,0,22.9,LOW,2.0,61,MODERATE_standard
24.2,10,5,442.31937317167603,14.0,62.8,11,0,280,41,60,30.8,1017.1,223,5.16,18,0.54,0,1,0,0,94.0,CRITICAL,18.3,556,CRITICAL_injunction
83.1,1,0,35.62446801576327,97.5,5.2,0,1,0,11,24,7.1,61.3,6,0.74,20,0.019,0,0,0,1,12.0,LOW,0.5,15,LOW_streamlined
21.6,18,2,327.6882386276451,19.3,58.1,7,0,278,25,36,28.1,593.9,147,4.94,10,0.573,0,1,0,0,94.0,CRITICAL,22.5,684,CRITICAL_injunction
92.9,1,0,15.464323803374722,95.9,3.9,0,1,0,15,30,5.2,86.1,12,0.27,33,0.026,0,0,1,0,12.0,LOW,2.2,67,LOW_streamlined
54.0,8,3,248.15570962147353,28.7,23.3,6,1,79,24,36,20.0,363.5,50,2.5,9,0.402,1,0,0,1,53.8,HIGH,9.0,274,HIGH_backlog
49.1,7,1,284.05642989246957,35.6,32.1,32,1,0,34,36,22.5,700.7,179,2.78,15,0.271,1,0,0,1,56.6,HIGH,8.9,271,HIGH_backlog
61.1,2,0,113.24204914987921,63.0,16.8,0,1,0,13,36,14.4,180.9,37,1.31,21,0.091,0,0,1,1,26.0,MODERATE,6.6,201,MODERATE_standard
90.8,0,0,37.686583038200666,87.8,3.0,0,1,0,17,24,7.2,118.6,11,0.88,38,0.059,0,0,1,1,12.0,LOW,0.3,9,LOW_streamlined
91.5,0,0,33.52926225923599,79.4,0.8,0,1,0,12,30,6.9,26.6,1,0.41,15,0.046,0,0,1,1,12.0,LOW,0.9,27,LOW_streamlined
72.1,5,1,74.90667073191428,69.3,11.9,1,1,0,21,24,14.8,393.3,75,1.4,21,0.172,0,0,1,0,27.0,MODERATE,5.3,161,MODERATE_standard
81.9,0,0,17.733409111466738,91.7,6.8,0,1,0,4,24,8.6,86.9,9,0.55,35,0.017,0,0,1,1,12.0,LOW,2.1,64,LOW_streamlined
71.9,4,1,64.72973489621256,68.3,11.5,1,1,0,23,24,13.1,367.9,77,1.73,34,0.192,0,0,1,1,29.8,MODERATE,5.3,161,MODERATE_standard
91.4,0,0,54.086467400018385,97.4,1.3,0,1,0,9,30,9.0,34.9,3,0.4,41,0.074,0,0,1,0,12.0,LOW,1.8,55,LOW_streamlined
81.4,1,0,11.358983832757987,92.7,0.3,0,1,0,14,24,8.2,216.5,25,0.76,34,0.013,0,0,1,0,12.0,LOW,1.9,58,LOW_streamlined
39.2,9,3,308.39925519721237,26.6,20.4,13,1,0,22,36,17.5,188.1,56,2.82,8,0.404,1,1,0,1,59.1,HIGH,11.0,334,HIGH_backlog
64.1,4,0,136.24506173427676,59.1,16.6,2,1,0,18,24,9.8,441.9,88,1.33,28,0.137,0,0,1,1,31.2,MODERATE,6.1,185,MODERATE_standard
16.2,10,3,347.2507534382053,21.0,58.4,8,0,140,44,60,29.9,623.4,169,4.8,4,0.718,0,0,0,1,88.9,CRITICAL,27.1,824,CRITICAL_injunction
84.0,0,0,20.925910479786378,94.4,7.9,0,1,0,7,18,6.8,242.5,23,0.26,29,0.042,0,0,0,0,12.0,LOW,1.4,43,LOW_streamlined
80.5,0,0,45.20327917810854,90.2,3.1,0,1,0,7,18,7.3,220.9,21,0.69,22,0.058,0,0,1,1,12.0,LOW,0.1,3,LOW_streamlined
80.8,0,0,26.79869691107494,84.9,4.8,0,1,0,5,30,5.2,151.8,23,0.51,28,0.073,0,0,0,1,12.0,LOW,0.9,27,LOW_streamlined
35.5,12,3,483.33179459810333,7.1,43.3,6,0,264,39,60,26.0,359.2,122,3.87,21,0.559,0,1,0,1,87.6,CRITICAL,20.2,614,CRITICAL_injunction
39.9,7,1,239.97084309852755,25.7,20.1,8,1,70,21,36,21.1,263.0,57,2.86,15,0.368,1,1,0,1,54.7,HIGH,8.1,246,HIGH_backlog
89.4,0,0,52.69223996571943,96.6,7.1,0,1,0,12,30,4.9,108.6,11,0.31,44,0.076,0,0,1,1,12.0,LOW,0.2,6,LOW_streamlined
67.9,2,1,114.2991763443172,61.8,15.8,1,1,0,19,36,14.1,191.5,38,1.33,14,0.131,0,0,1,1,26.0,MODERATE,3.6,109,MODERATE_standard
17.1,10,3,376.64678064930087,20.9,39.5,195,0,154,35,60,34.8,1244.5,303,3.54,6,0.616,1,0,0,1,86.3,CRITICAL,20.0,608,CRITICAL_injunction
51.6,7,1,223.43594088735716,43.7,28.5,5,0,110,26,48,22.7,202.0,55,2.97,8,0.255,0,1,0,1,61.6,HIGH,10.0,304,HIGH_backlog
80.9,0,0,47.37234042497639,78.8,3.8,0,1,0,14,30,5.5,52.8,7,0.38,21,0.017,0,0,1,1,12.0,LOW,0.5,15,LOW_streamlined
84.4,2,0,49.90711240703186,91.6,2.9,0,1,0,6,24,8.1,136.6,16,0.89,28,0.078,0,0,0,1,12.0,LOW,2.3,70,LOW_streamlined
33.4,10,3,547.4225660369061,15.2,52.4,3,0,133,27,60,26.0,251.3,78,3.61,16,0.597,0,0,0,1,82.6,CRITICAL,29.6,900,CRITICAL_injunction
67.7,3,0,83.11125505874257,66.1,17.3,1,1,0,12,36,14.4,223.0,38,1.93,10,0.175,0,0,1,0,24.4,MODERATE,6.2,188,MODERATE_standard
84.7,1,0,11.576532681732212,85.7,4.9,0,1,0,5,24,8.6,215.1,15,0.45,27,0.048,0,0,1,1,12.0,LOW,0.3,9,LOW_streamlined
67.5,5,0,115.46441016331215,61.1,13.6,1,1,0,19,36,15.8,429.1,72,1.34,7,0.147,0,0,0,0,28.0,MODERATE,3.7,112,MODERATE_standard
19.1,14,2,367.2037597496118,14.8,40.1,81,0,334,39,60,33.4,497.6,127,4.82,18,0.488,1,0,0,0,92.8,CRITICAL,21.4,651,CRITICAL_injunction
32.0,12,5,474.28745535082106,5.4,62.7,9,0,122,28,36,21.6,662.3,183,4.97,16,0.757,0,1,0,0,89.4,CRITICAL,20.2,614,CRITICAL_injunction
79.8,1,0,11.705015569703288,96.2,3.1,0,1,0,12,24,5.3,170.0,19,0.62,38,0.018,0,0,1,1,12.0,LOW,1.4,43,LOW_streamlined
78.6,0,0,51.06668005429904,80.5,5.3,0,1,0,6,18,5.4,46.1,5,0.44,23,0.062,0,0,1,1,12.0,LOW,1.3,40,LOW_streamlined
54.1,6,2,275.7280961381917,27.8,30.6,4,1,0,29,36,21.3,150.1,27,2.98,9,0.469,0,1,0,0,50.5,HIGH,12.6,383,HIGH_backlog
14.8,18,3,400.6865119214795,17.5,60.4,11,0,279,24,36,22.7,666.1,225,4.08,20,0.731,0,1,0,0,94.0,CRITICAL,18.8,572,CRITICAL_injunction
63.7,2,0,169.5325141880526,50.9,15.8,0,1,0,16,24,9.5,209.2,43,1.63,11,0.082,0,0,1,0,22.5,LOW,2.2,67,MODERATE_standard
61.3,4,0,170.7631565245151,69.1,14.8,0,1,0,10,24,10.1,235.9,29,1.75,30,0.143,0,0,1,1,25.5,MODERATE,6.4,195,MODERATE_standard
71.7,4,1,75.63620281271682,64.2,9.7,1,1,0,12,24,14.6,362.9,58,1.93,32,0.178,0,0,1,1,25.5,MODERATE,6.5,198,MODERATE_standard
77.8,1,0,17.62495141567848,82.8,7.9,0,1,0,15,18,7.6,195.2,20,0.68,25,0.013,0,0,1,1,12.0,LOW,0.7,21,LOW_streamlined
83.7,0,0,16.72049096225777,83.4,6.8,0,1,0,16,30,4.2,181.5,17,0.4,30,0.025,0,0,1,1,12.0,LOW,0.7,21,LOW_streamlined
67.9,2,0,146.07551241038072,50.8,13.5,2,1,0,11,36,15.0,430.0,77,1.12,33,0.145,0,0,1,1,27.5,MODERATE,5.6,170,MODERATE_standard
39.7,8,3,226.17255661366528,45.0,25.3,8,0,0,22,48,19.9,779.4,141,2.4,9,0.375,0,0,0,0,57.6,HIGH,14.6,444,HIGH_backlog
12.1,14,2,438.32554669829756,5.3,62.5,17,0,250,38,36,29.0,1205.8,342,5.47,19,0.731,0,0,0,0,94.0,CRITICAL,16.2,492,CRITICAL_injunction
88.4,1,0,23.330650650390645,77.9,7.0,0,1,0,4,24,6.2,211.0,19,0.43,44,0.031,0,0,1,0,12.0,LOW,0.3,9,LOW_streamlined
